id, ,text,aspect0,aspect1,aspect2,aspect3,aspect4,aspect5
1399,23585,"sản_phẩm_chất_lượng , shiper nhiệt_tình , kì hài_lòng",0,0,0,1,1,0
1400,23584,"có_thể cho mình đổi 1 bịch kích_thước m thành kích_thước l nha bé nhà mình mac hơi chật , kì hài_lòng",0,0,0,0,0,0
1402,23582,"đơn hàng tuổi mua là 1 bịch bỉm được tặng 1 bobby chan nhưng tiki chỉ giao đơn hàng là bịch bỉm ( , ) còn đơn hàng quà tặng thì bị hủy , ) t liên_hệ thì tiki trả_lời đơn hàng bị hủy do đơn_vị tiki giao hàng và có liên_hệ giao hàng vào ngày 16 / 7 , do tuổi tắt máy nên trả hàng . thật vô_lý khi cùng số điện_thoại này , địa_chỉ này bên đơn_vị giao hàng nijavan giao thành_công còn bên tiki lại hủy . các đơn_vị vận_chuyển khác giao hàng 3 lần , trong 3 ngày khác nhau không thành_công mới_hủy , tại_sao bên vận_chuyển tiki mới liên_hệ 1 lần đã hủy hàng , hay tại đơn hàng quà tặng nên mới như_vậy . nhờ tiki lần sau có đơn hàng của tuổi thì bàn_giao cho đơn_vị vận_chuyển khác trừ nhân_viên tiki ra ạ . , bán hàng không đúng cam_kết .",0,-1,0,0,0,0
1403,23581,"hàng đóng_gói cẩn_thận , bộ đồ nous vải rất đẹp và thoáng mát . cảm_ơn tiki , kì hài_lòng",0,0,0,1,1,0
1404,23580,"chất_lượng sản_phẩm tốt , giá rẻ , thấy hài_lòng với sp , sẽ tiếp_tục mua , kì hài_lòng",1,0,0,1,0,0
1406,23578,"sản_phẩm tốt . giao hàng sản_phẩm thì nhanh còn quà tặng thì lại giao thành 1 gói khác . mà sản_phẩm cho trẻ hơn 1 tuổi lại đi tặng xúc xắc . ko hài_lòng về quà lắm , phẩm tốt giao hàng nhanh",0,-1,0,0,1,0
1408,23576,"hàng chuẩn chính hãng lại được hỗ_trợ thêm dịch_vụ tikinow giao nhanh ngay trong ngày . tôi hài_lòng với sản_phẩm và dịch_vụ này . , kì hài_lòng",0,0,0,0,1,1
1409,23575,"ok giá rẻ , kì hài_lòng",1,0,0,0,0,0
1411,23573,"chất_lượng sản_phẩm tuyệt_vời y_như mô_tả , kì hài_lòng",0,0,0,1,0,0
1414,23570,"sp tốt được khuyến_mãi giá còn tặng kèm gối cừu mây cực đẹp và mịn nữa , good. very good !",1,1,0,0,0,0
1415,23569,"rẻ nhưng chất_lượng ổn so với các loại tả dùng ban_ngày thông_thường . các mẹ nên lưu_ý vòng đùi nên tăng kích_thước thay_vì chỉ quan_tâm số kg để lựa_chọn , kì hài_lòng",1,0,0,1,0,0
1416,23568,"đóng_gói tốt . sữa thơm mình rất thích uống . ,",0,0,0,1,1,0
1418,23566,"chưa sử dung nhưng thấy đây là một sản_phẩm hữu_ích , cần mua . cám_ơn shop đã bán san phẩm này . , phẩm hữu_ích",0,0,0,0,0,0
1419,23565,"sữa thì không cần bàn nữa rồi . hàng tặng kèm rất dễ_thương , hơi tiếc xíu là dây đeo túi_xách của mẹ rất dài , không như hình , kì hài_lòng",0,1,0,0,0,0
1421,23563,"thấy có tặng balo cho đơn hàng mình , nhưng khi nhận thì không có , lòng",0,-1,0,0,0,0
1423,23561,"giao hàng nhanh_chóng đóng_gói cẩn_thận sản_phẩm tốt , kì hài_lòng",0,0,0,0,1,0
1424,23560,"hàng giống hình , chất_lượng thì còn xài mới bt an , kì hài_lòng",0,0,0,0,0,0
1426,23558,"m không thấy hạn sử_dụng của sản_phẩm nhờ các bạn tư_vấn giúp ạ . , hài_lòng",0,0,-1,0,0,0
1428,23556,"sản_phẩm thì ok , nhưng đăng quảng_cáo mua 3 gói tặng gấu bông nhưng đến ngày vẫn không nhận được hàng tặng . hơi thất_vọng . , hài_lòng",0,-1,0,0,0,0
1429,23555,"tiki giao hàng nhanh hàng đúng chuẩn 👍 , kì hài_lòng",0,1,0,0,1,1
1430,23554,"giao hàng nhanh hơn dự_kiến . sản_phẩm_chất_lượng , hạn sử_dụng mới . , kì hài_lòng",0,0,1,1,1,0
1431,23553,"bịch nặng dã_man . chưa sử_dụng nên chưa đánh_giá , lòng",0,0,0,0,0,0
1436,23548,"sản_phẩm đúng , nhưng bao_bì cũ , bị dính bẩn , lòng",0,1,-1,0,0,0
1437,23547,"đáng mua lắm nha các mẹ , kì hài_lòng",0,0,0,0,0,0
1438,23546,"tã gì mua lần thứ nhất đúng theo giá trên tiki ghi , lần thứ 2 có phí thêm 19k tới khi chọn đặt_hàng xong tổng_cộng 810k là sao hả , không hài_lòng",-1,0,0,0,0,0
1440,23544,"giao hàng nhanh , bỉm chất_lượng thấm hút tốt , kì hài_lòng",0,0,0,1,1,0
1441,23543,"sản_phẩm rất không được tốt lắm , không hài_lòng",0,0,0,0,0,0
1443,23541,"rất hài_lòng về tiki . đã đặt đơn hàng mới ngày 4.1 hy_vọng lần này nhận hộp không bị móp méo . cảm_ơn shop . , kì hài_lòng",0,1,0,0,0,0
1445,23539,"chất_lượng hàng ok . tuy_nhiên đặt combo 3 bịch . viết là có quà kèm theo ( thời_điểm này trên thị_trường cũng có quà là thú bông ) nhưng không thấy gửi kèm , lòng",0,-1,0,1,0,0
1447,23537,"so với meries hoặc moony thì pamper sẽ nhỏ hơn 1 size . nên nếu ai sử_dụng xen kẻ giống mình hoặc đổi bỉm cho bé nhớ chọn lớn hơn 1 kích_thước nhé . độ thấm hút quá ngạc_nhiên luôn , ngang_ngửa meries với moony mà mỏng với giá_thành rẻ gấp đôi ý . 10 ₫ chất_lượng , chất_lượng",1,0,0,1,0,0
1448,23536,"sản_phẩm tốt , đóng_gói kỹ , giao hàng nhanh sẽ ủng_hộ mua tiếp , giá sản_phẩm",0,0,0,0,1,0
1449,23535,"giao hàng khá nhanh . date mới . tã mỏng , hút khá ổn . , kì hài_lòng",0,0,1,1,1,0
1450,23534,"sản_phẩm tốt , chính hãng , bé mặc khá thoải_mái , thanks tiki ,",0,0,0,1,0,1
1451,23533,đúng như quảng_kì hài_lòng,0,0,0,0,0,0
1452,23532,"cực_kỳ hài_lòng với shop , kì hài_lòng",0,1,0,0,0,0
1454,23530,"sản_phẩm chính hãng . tiki giao hàng siêu nhanh mà vẫn không bị mất thêm phụ_phí . sản_phẩm được apply code nên có_giá rất tốt , hàng nhanh , sản_phẩm tốt",1,0,0,0,1,1
1455,23529,"bao_bì bụi bẩn , tã thấm hút không tốt , không hài_lòng",0,0,-1,-1,0,0
1456,23528,"sữa hạn sử_dụng xa , dễ lòng",0,0,1,1,0,0
1457,23527,"tả thấm hút tốt . cực hài_lòng với sản_phẩm pampers mới này . , hài_lòng",0,0,0,1,0,0
1458,23526,"sản_phẩm đóng_gói cẩn_thận , tôi rất hài_lòng khi nhận hàng , kì hài_lòng",0,0,0,0,1,0
1459,23525,"bỉm dùng tốt . giá ổn . tiki giao hành nhanh , đóng_gói cẩn_thận ,",1,0,0,1,1,0
1460,23524,"hàng tốt , giá_cả phải_chăng , kì hài_lòng",1,0,0,0,0,0
1462,23522,"giao hàng nhanh , đóng_gói ổn , kì hài_lòng",0,0,0,0,1,0
1463,23521,sản_phẩm oke nè . nhân_viên giao hàng cũng dễ kì hài_lòng,0,0,0,0,1,0
1466,23518,"tã giao bị rách . băng_keo dán tùm_lum . như sản_phẩm cũ , cũ",0,-1,-1,0,0,0
1467,23517,"hàng chất_lượng , đẹp , giá tốt . , kì hài_lòng",1,0,0,1,0,0
1468,23516,"tiki giao nhanh , uy tin , chất_lượng . sẽ mua hàng bên tiki đều đều . hi . , kì hài_lòng",0,1,0,1,1,0
1470,23514,"không thấy quà tặng như quảng_cáo , lòng",0,-1,0,0,0,0
1474,23510,"giao hàng nhanh cảm_thấy hài_lòng , giá rẻ hơn shopee , kì hài_lòng",1,0,0,0,1,0
1475,23509,"mua nhiều lần rồi , rất ok , kì hài_lòng",0,0,0,0,0,0
1476,23508,"sờ vào cảm_giác mỏng hơn so với hàng mình mua ở đại_lí gần nhà , mình thấy cũng có ng phản_ánh như vậy r , tại_sao vậy tiki , thường",0,0,0,0,0,0
1477,23507,"giao hang lâu , kì hài_lòng",0,0,0,0,-1,0
1479,23204,"sản_phẩm may đẹp , hoạ_tiết dễ_thương , rất hài_lòng ,",0,0,0,0,0,0
1480,23203,"tả mỏng và dễ_thương , con mình tè nhiều nên dùng ban_ngày hợp hơn , kì hài_lòng",0,0,0,1,0,0
1481,23202,"sữa nguyên tem , hạn sử_dụng mới , còn được tặng_phẩm . sẽ ủng_hộ tiki dài_dài , lòng",0,1,1,0,0,1
1483,23200,"sản_phẩm không giống mô_tả , mình đặt màu hồng xám thì giao nguyên 1 màu hồng , túi gia_công cẩu_thả , nhãn_mác không giống như ảnh shop chụp , loại shop gửi mình thấy có_giá rẻ hơn rất nhiều so với giá trước khi giảm , phẩm giao không đúng",0,-1,0,0,0,0
1484,23199,"to , thoải_mái , lên màu đẹp , trông xịn xò , kì hài_lòng",0,0,0,1,0,0
1487,23196,"thấm hút tốt , nhưng đệm mây mà vẫn bị hằn phần dưới gần bẹn . , dán đệm mây nhưng vẫn hằn",0,0,0,1,0,0
1488,23195,"bỉm đẹp . thấm hút tốt . tuy_nhiên hàng giao cho mình bao_bì cũ , bẩn . đặc_biệt bỉm rất dễ rách phần lưng . mình dùng cái nào rách cái đấy . không bít có phải do bỉm cũ ko , lòng",0,0,-1,1,0,0
1489,23194,"sao hình sản_phẩm là mẫu mới mà lúc gửi hàng lại là mẫu cũ ? ? ? , thường",0,-1,0,0,0,0
1491,23192,"tã thấm hút quá tệ , bé tè xong 10 - 15p rồi mà vẫn rất ẩm_ướt , mặc tã mà cứ phải canh_chừng con tè xong để thay tã , sợ ẩm_ướt sinh vi_khuẩn hại da con . từ lúc sơ_sinh luôn tin_dùng bobby nhưng nay loại mới này làm mình quá thất_vọng ! , hài_lòng",0,0,0,-1,0,0
1492,23191,"khăn mỏng , giặt nhiều lần nhưng vẫn không mềm được , rất khô , cứng . chắc không mua lại đâu ! , hài_lòng lắm",0,0,0,-1,0,0
1494,23189,"chất_liệu ok , bé rất thích , kiểu xinh lắm , kì hài_lòng",0,0,0,1,0,0
1495,23188,"hàng nhẹ , mềm bé rất thích . thấm hút tốt , không bị vón cục , kì hài_lòng",0,0,0,1,0,0
1496,23187,"giao kg đúng màu gì hết . . , hài_lòng",0,-1,0,0,0,0
1497,23186,"dù đã chọn chế_độ giao now 2 - 3h nhưng lại đến 10h sáng hôm sau mới giao . , khi liên_lạc cskh thì được biết là đặt_hàng sau 13 : 0 thì sẽ giao vào ngày hôm sau nhưng thực_sự vẫn rất thất_vọng . vì_vậy , nếu tiki có thêm mục ghi_chú đối_với khách đặt sau 13 : 0 thì sẽ được giao vào hôm sau để khách quyết_định thì tốt hơn . , lòng",0,0,0,0,-1,0
1498,23185,"tả dùng oke giá_cả tốt hài_lòng , kì hài_lòng",1,0,0,1,0,0
1499,23184,"nhìn_chung là hàng cao_cấp nhất của bobby mà vẫn cứng , bỉm dày , thấm hút cũng bình_thường , mua hết mấy dòng bỉm nhật mặc_dù giá ngang nhau , không hài_lòng",0,0,0,-1,0,0
1500,23183,"đóng_gói kĩ , giao hàng nhanh , kì hài_lòng",0,0,0,0,1,0
1501,23182,"không hài_lòng . đêm nào cũng tràn bỉm , không hài_lòng",0,0,0,-1,0,0
1502,23181,"tốt . mình toàn đặt tã cho bé trên tiki . giá tốt và giao hàng nhanh . , combo 3",1,0,0,0,1,0
1503,23180,"giao hàng rất nhanh . mình mua trước chưa sử_dụng nên chưa có ý_kiến về sp , kì hài_lòng",0,0,0,0,1,0
1505,23178,"sp chất_lượng , đóng_gói cẩn_thận và nhanh_chóng , kì hài_lòng",0,0,0,1,1,0
1506,23177,"rất tốt . giao hàng nhanh , kì hài_lòng",0,0,0,0,1,0
1507,23176,"sữa nhanh tan , ngọt nhẹ . , lòng",0,0,0,1,0,0
1509,23174,"tã thấm hút tốt . ko chảy xệ , kì hài_lòng",0,0,0,1,0,0
1510,23173,"sản_phẩm sử_dụng tốt bé không bị hăm giao hàng nhanh , lòng",0,0,1,1,1,0
1511,23172,"sao mình thấy tã có vẻ dày và không mềm như lần trước đã mua . loại jumbo và loại thường có khác nhau không vậy ? , lòng",0,0,0,-1,0,0
1514,23169,"rất tốt nhưng sản_phẩm hơi cao_giá , lòng",-1,0,0,1,0,0
1516,23167,"sản_phẩm sử_dụng rất ok , hạn sử_dụng còn dài , lòng",0,0,1,1,0,0
1517,23166,"mình mới nhận hàng hồi thất_vọng về sản_phẩm , màu không giống như hình , chỉ có 1 khoá không phải 2 cái nhu hình , chất vải cộng khoá đều không được rất muốn đổi trả lại hàng . , phẩm không như hình",0,0,0,-1,0,0
1518,23165,"nhà cung_cấp đóng_gói sản_phẩm kỹ_lưỡng , giao hàng siêu nhanh , lòng",0,0,0,0,1,0
1519,23164,"sao minh thấy có phần quà tăng nhưng khi giao không có vậy shop , thấy sản_phẩm tặng",0,-1,0,0,0,0
1522,23161,"giao hàng cực nhanh . đặt_hàng hôm nhận ngay ngày hôm sau . chưa dùng nên không rõ chất_lượng , kì hài_lòng",0,0,0,0,1,0
1524,23159,"bình_thường m mua tiki giao hàng nhanh , không biết có phải do đợt này dịch_bệnh không mà tiki giao lâu quá , m không chờ được phải đi mua tạm ở ngoài về dùng đỡ . , lòng",0,0,0,0,-1,0
1526,23157,"rất êm . giao hàng nhanh . ok , kì hài_lòng",0,0,0,1,1,0
1527,23156,"hài_lòng , rất giống như mô_tả , kì hài_lòng",0,0,0,0,0,1
1528,23155,"tặng 2 giỏ cho mẹ và bé , mà chỉ nhận được 1 giỏ cho mẹ , giống lừa_đảo quá , không hài_lòng",0,-1,0,0,0,0
1530,23153,"mấy mẹ đừng mua tả ở nhé . shop này làm_ăn thiếu uy_tín và chuyên_nghiệp . tả goon đang có chương_trình km đổi tem lấy quà , shop này đã tự_ý cắt tem trực_tiếp trên gói tả , rồi dán hình khác lên nhằm che mắt khách_hàng , em thật_sự rất thất_vọng về kiểu làm này của shop . tiki nên xem_xét đối_tác bán hàng của mình nhé , làm_ăn_gian_dối",0,-1,0,0,0,0
1532,23151,"nhà mình có 2bé , đều tin_dùng loại pampers mới này mình khá bất_ngờ , bỉm mềm , có vạch báo thuận_tiện , giá_cả lại hợp_lý . bên giao hàng đóng_gói cẩn_thận . , lòng",1,0,0,1,1,0
1534,23815,"giống mô ta , tiện_dụng , kì hài_lòng",0,0,0,0,0,0
1535,23814,cảm_ơn tiki đã cung_cấp sản_phẩm chính hãng mà giá lại cực dễ friso quá tốt,1,0,0,0,0,1
1537,23812,"hàng mẫu_mã đúng và chất_lượng ạ . giá_cả phải_chăng 👍 👍 , kì hài_lòng",1,1,0,1,0,0
1538,23811,"con mình toàn sử_dụng tã moony thôi , giá cũng tạm ổn không mắc lắm , kì hài_lòng",1,0,0,0,0,0
1540,23809,"sản_phẩm tốt , giá_thành hợp_lý . chất_lượng được cải_thiện nhiều so với tã cũ , đai hông mềm_mại , vạch báo tiểu thông_minh và keo quấn tiện_lợi 👍 tã không hăm , không bí_bách và không bị tràn ❤ ️ cảm_ơn pampers đã cho ra_mắt sản_phẩm mới chất_lượng như vậy ! , phẩm_chất_lượng",1,0,1,1,0,0
1541,23808,"sản_phẩm đúng chính hãng , chất_lượng tốt . mua đợt khuyến_mãi nên rẽ hơn thị kì hài_lòng",1,0,0,1,0,1
1542,23807,"sản_phẩm tốt giao hàng tốt , kì hài_lòng",0,0,0,0,1,0
1543,23806,"đó là gói hàng mình nhận được . sao thẩm_mỹ thất bất_ổn vậy ta ? mua 2 gói tã mà khi nhận được nó bung bét bên ngoài như_vậy , biết nói_gì",0,0,0,0,-1,0
1544,23805,"mời tiki xem những hình chụp đính kèm , hộp dơ_bẩn , rỉ sét , móp méo , mất tôi hỏi các bạn : sữa dành cho trẻ_em uống , chất_lượng thế này thì làm_sao ? trẻ_em 3 tuổi uống vào bị vấn_đề gì ai sẽ chịu trách_nhiệm ? hàng giao nhanh 2h , đề_nghị tiki thu_hồi lại giúp sản_phẩm này nhanh nhất có_thể ! thanks , dành cho trẻ_em 3 tuổi trừ hộp dơ_bẩn , rỉ sét , móp méo , không galanty",0,-1,-1,0,1,0
1546,23803,"đã nhận được hàng , hàng giao nhanh , kì hài_lòng",0,0,0,0,1,0
1547,23802,"đóng_gói đẹp hàng chuẩn ok , lòng",0,0,0,0,1,1
1548,23801,"tiki vui_lòng cho mình biết và nhật_bản sản_xuất có khác gì nhau k ? trc mình mua 1 bịch pamper bên ngoài dùng rất thích , mua của tiki sx thấy có vẻ không thích bằng , mông vẫn ướt , thấm không khô gốc bỉm",0,0,0,-1,0,0
1549,23800,"đây là bịch thứ 2 em đặt của tiki . hài_lòng . sản_phẩm phù_hợp giá tiền . đường lưng mỏng thoáng co_dãn thoải_mái dễ_chịu . các mẹ nên mua , kì hài_lòng",1,0,0,1,0,0
1551,23798,"không nên mua . tiểu 1 lần là ướt hết ra ngoài . , lòng",0,0,0,-1,0,0
1553,23796,"sp tốt ạ , kì hài_lòng",0,0,0,0,0,0
1555,23794,"gửi hàng nhanh xong hộp bị móp méo hết , lòng",0,0,0,0,1,0
1556,23793,"tả thì oke , hạn sử_dụng xa . , điểm trừ giao hàng lâu , đóng_gói sơ sử_dụng . giao mình 3 bị mà có 1 bị bị móc thủng 1 lỗ . góp_ý để shop khắc_phục , thường",0,0,1,0,-1,0
1557,23792,"sản_phẩm tốt , giao hàng siêu nhanh , gói to nên tiết_kiệm , lòng",1,0,0,0,1,0
1558,23791,"sản_phẩm như giới_thiệu , đóng_gói cẩn_thận , giao hàng nhanh . cảm_ơn shop và tiki , kì hài_lòng",0,0,0,0,1,0
1559,23790,"chưa dùng nhưng hàng giao bị ướt hết vỏ hộp nhìn rất xấu , thường",0,0,0,0,-1,0
1560,23789,"săn được sale nên mua rẻ quá trời . , kì hài_lòng",1,0,0,0,0,0
1561,23788,"tả sao cứ bé đái vào là vón cục . đùn qua 2 bên đầu tả , còn ở giữa chả có tí bông thâm nào . bé đái 1 , 2 lần là ướt quần miết , không hài_lòng",0,0,0,-1,0,0
1562,23787,"mình mới mua bênh tiki lần đầu mà thấy cũng không tốt cho máy thấy sản_phẩm khác hơn mua ngoài cua hàng không hiểu được luôn , thường",0,0,0,0,0,0
1564,23785,"giao hàng nhanh đóng_gói kỹ_lưỡng chất_lượng tốt , kì hài_lòng",0,0,0,1,1,0
1566,23783,"khi con đến tuổi đi học , muốn bổ_sung dinh_dưỡng & vitamin khoáng_chất cho con , friso nước hộp giấy cho con đến & tiện_lợi",0,0,0,0,0,0
1568,23781,"mình nhận dc hàng nhưng không có móc treo lên xe đẩy , lòng",0,0,0,0,0,0
1569,23780,"mua bỉm cho bé_con từ kích_thước nhỏ tới lớn tại tiki ! ! ! , lòng",0,0,0,0,0,0
1572,23777,"sản_phẩm mình đã mua cho con dùng nhiều lần , chất_lượng tốt , đai chun không bị xệ như nhiều loại khác , mỏng nhẹ , nói_chung hài_lòng , kì hài_lòng",0,0,0,1,0,0
1573,23776,"chất_lượng sản_phẩm khá ổn , giao hàng nhanh , shop tư_vấn tốt . . , kì hài_lòng",0,1,0,1,1,0
1574,23775,"balo xinh . vừa bé 4t . , sữa hạn sử_dụng xa , vận_chuyển nhanh , hộp nguyên không móp méo . , kì hài_lòng",0,0,1,0,1,0
1575,23774,"sữa chính hãng , hạn sử_dụng mới , có thêm quà tặng nữa , quá tốt còn gì ! , kì hài_lòng",0,1,1,0,0,1
1577,23772,"rất hài_lòng , sẽ dùng sản_phẩm này dài_dài , rất tuyệt_vời , kì hài_lòng",0,0,0,0,0,0
1578,23771,"hàng đẹp . chất_liệu ok . đóng_gói chắc_chắn , kì hài_lòng",0,0,0,1,1,0
1579,23770,"tả quần xl 62 miếng shop khác bán 299k , mà bạn lại bán 380k quá mắc , bán không_trung_thực làm_sao khách_hàng mua thêm lần nữa , hàng không có tâm",-1,-1,0,0,0,0
1580,23769,"sản_phẩm thì chưa dùng mà ưng giá ưu_đãi , giao hàng nhanh hơn dự_kiến , kì hài_lòng",1,0,0,0,1,0
1581,23768,"tã in đẹp , cải_tiến mềm , kì hài_lòng",0,0,0,1,0,0
1582,23767,"hàng oke bền chắc_chắn , kì hài_lòng",0,0,0,0,0,0
1583,23766,"bỉm mua đúng kg thì sẽ vừa , bé mình 11kg mua xl như bỉm khác thì bị rộng . , bỉm rẻ nên không đòi_hỏi nhiều nhưng cảm_giác vón cục nên không thích lắm . , lòng",1,0,0,-1,0,0
1585,23764,"tiki giao hàng nhanh , đóng_gói kĩ . tã quần mình dùng xuyên đêm cho bé , thấm hút khá tốt , không bị tràn , không bí , chưa thấy hăm , khá nhẹ , tốt",0,0,1,1,1,0
1586,23763,"từ hồi sử_dụng tã pampers tới giờ thì không muốn đổi nhãn_hiệu khác nữa . bé sử_dụng lúc_nào cũng khô thoáng , dù đi ngủ suốt đêm vẫn không tràn . có rãnh báo đầy và dây keo cuộn lại sau khi dùng xong cực_kỳ tiện_lợi . tiki now giao nhanh như một cơn gió , dù lễ tết vẫn không nghỉ ngày nào . , thấm hút tốt lại khô thoáng",0,0,0,1,1,0
1587,23762,"sản_phẩm còn nguyên_vẹn , ngày sản_xuất giá tốt , kì hài_lòng",1,0,1,0,0,0
1588,23761,"sữa hạn sử_dụng còn lâu . bộ quà tặng cực đẹp . sẽ ủng_hộ shop dài_dài nha , kì hài_lòng",0,1,1,0,0,0
1589,23760,"hàng đóng_gói kỹ và giao nhanh . chất tả tuy không mềm nhiều nhưng thấm hút tốt , đai bụng mỏng và form tả ôm nên không bị xệ . anh nhân_viên giao hàng thân_thiện nữa . , kì hài_lòng",0,0,0,1,1,0
1590,23759,"tiki giao hàng nhanh . giá 240k khá hợp_lý , kì hài_lòng",1,0,0,0,1,0
1593,23756,"ngon bổ rẻ , kì hài_lòng",1,0,0,0,0,0
1595,23754,"tả dùng rất tốt . không bị tràn dù bé nằm tư_thế_nào . thấm đều từ trước ra sau . , kì hài_lòng",0,0,0,1,0,0
1596,23753,"sản_phẩm rất tốt nếu có thêm một miếng kéo dính ở sau khi sử_dụng xong thì còn tốt hơn nữa , kì hài_lòng",0,0,0,0,0,0
1599,23750,"giao hàng nhanh , đúng số_lượng , đóng_gói cẩn_thận , rất hài_lòng con mình chỉ dùng tã goon hợp . sẽ tiếp_tục ủng_hộ shop . sorry vì hình_ảnh không liên_quan , kì hài_lòng",0,1,0,1,1,0
1600,23749,"giao hàng nhanh oki , kì hài_lòng",0,0,0,0,1,0
1601,23748,"bữa pampers sale nên mua thử bịch l dùng . cảm_nhận đầu_tiên là tã mỏng . khi dùng thấy thấm hút tương_đối ổn ( da bé nhà mình ít kích_ứng , từ bé giờ dùng tã gì cũng không hoặc ít hăm , chỉ cần rửa nước vệ_sinh sạch_sẽ là ok ) , tã không bị phồng ra trước 1 cục như các loại khác . giá thì mềm ngang_ngửa bobby . tuy_nhiên form hơi nhỏ . nên lần này mình đặt xl để con mặc cho thoải_mái . sẽ tiếp_tục dùng loại này cho ban_ngày . còn đêm vẫn là thích",1,0,1,1,0,0
1602,23747,"trong quảng_cáo là tặng gói nhỏ 20 miếng mà thực_tế gửi hàng về thì không có ! bọn bán hàng online thường như vậy ! rất là không hài_lòng ! , đầu dê bán thịt chó !",0,-1,0,0,0,0
1605,23744,tã bị dồn bông không hài_lòng,0,0,0,-1,0,0
1607,23742,"hàng chất_lượng tốt , mình mua thêm cho bé nữa , kì hài_lòng",0,0,0,1,0,0
1608,23741,"giao nhanh , giá rẻ , 680k / 3 bịch l54 ? , mua ở tiki cũng yên_tâm . dịch_vụ tốt , nhanh , giá rẻ",1,0,0,0,1,0
1609,23740,"sản_phẩm ổn , mình dùng cho con thường_xuyên , lòng",0,0,0,0,0,0
1610,23739,"tã mỏng thấm tốt với con mình thấy thoải_mái . , kì hài_lòng",0,0,0,1,0,0
1612,23737,"hàng giao nhanh . rất tốt , kì hài_lòng",0,0,0,0,1,0
1614,23735,"giao hàng nhanh , sớm so với yêu_cầu mình cần . , đối_với chất_lượng tã thì giống như mình mua ở con cưng . cảm_ơn tiki nhé , lòng",0,0,0,1,1,0
1615,23734,"sp đẹp chất_lượng tốt . giao hàng nhanh , lòng",0,0,0,1,1,0
1617,23732,"mình rất ưng_ý sản_phẩm của tiki . hàng đóng_gói cẩn_thận , giao hàng nhanh , tốt trừ quà_đẹp",0,0,0,0,1,0
1618,23731,"sữa chính hãng ngon . bé rất thích , kì hài_lòng",0,0,0,1,0,1
1619,23730,"giao hàng nhanh , kì hài_lòng",0,0,0,0,1,0
1620,23729,"tã sử_dụng tốt không có gì để chê cả , anh_em cứ mạnh_dạn mua nhé , hài_lòng",0,0,0,1,0,0
1621,23728,"hàng đầy_đủ cực đẹp ... . . , kì hài_lòng",0,0,0,0,0,0
1622,23727,"sản_phẩm khá tốt . thêm khuyến_mãi quà nữa thì tuyệt_vời , lòng",0,0,0,1,0,0
1623,23726,"tã mỏng , dùng tốt , kì hài_lòng",0,0,0,1,0,0
1625,23724,"mua cơm bo 2 bịch , 1 bịch nsx 2018 , 1 bịch ngày sản_xuất 2019 ? , kì hài_lòng",0,0,0,0,0,0
1626,23723,"shop đóng_gói chắc_chắn , mua được giá sốc nên sẽ cho shop 5 sao , kì hài_lòng",1,0,0,0,0,0
1627,23149,"giao hàng màu hồng , nhưng đặt màu xanh , xin hỏi có_thể đổi đúng màu không ? , hài_lòng",0,-1,0,0,0,0
1629,23147,"mỏng hơn cũ , dễ tuột . mua gói lớn kb khi nào dùng mới hết , thường",0,0,0,-1,0,0
1630,23146,"giá_cả phải_chăng quà tặng xinh_xắn , lòng",1,1,0,0,0,0
1631,23145,"sản_phẩm tốt giá 305k quá rẻ , kì hài_lòng",1,0,0,0,0,0
1633,23143,"tã thấm hút bình_thường , không ôm sát mông bé , bé tè một lần là tã muốn rớt ra khỏi mông , nói_chung tiền nào của đó , thường",0,0,0,-1,0,0
1634,23142,"sx 11 / 2019 tuy chưa hết hạn sử_dụng nhưng mà hơi cũ so với thời_điểm mình mua , gần hết 1 năm . , lòng",0,0,-1,0,0,0
1635,23141,"giao hàng nhanh , đóng_gói đôi_khi có hộp bị móp zzz , kì hài_lòng",0,0,0,0,1,0
1636,23140,"giao hàng nhanh , sản_phẩm đúng như giới_thiệu , sẽ ủng_hộ shop lần sau , gói khăn ướt bobby care bổ_sung 80",0,0,0,0,1,0
1637,23139,"vừa rẻ hơn trên thì trường vừa có thêm quà khuyến_mãi . xứng_đáng với số tiền bỏ ra , lòng",1,1,0,0,0,0
1638,23138,"tả bị tràn cho_dù mang , không ôm khít như loại cũ , không hài_lòng",0,0,0,-1,0,0
1639,23137,"hàng_hoá đóng_gói kỹ , bao_bì đẹp , kì hài_lòng",0,0,0,0,1,0
1640,23136,"mỏng . không bằng bao_bì mới , hài_lòng",0,0,0,-1,0,0
1641,23135,"bỉm mềm , rất thích , kì hài_lòng",0,0,0,1,0,0
1642,23134,"đóng_gói chắc_chắn , giao hàng sản_phẩm , kì hài_lòng",0,1,0,0,1,0
1643,23133,"shop giao màu không được ưng_ý lắm , nhưng chất_lượng so với giá thì ok , lòng",0,0,0,1,0,0
1644,23132,"tuyệt_vời đẹp , co_giãn thấm hút tốn , đáng đồng_tiền , kì hài_lòng",1,0,0,1,0,0
1645,23131,"moony thì khỏi phải bàn về chất_lượng rồi . hàng tiki đúng chính hãng , giao hàng nhanh , đóng_gói cẩn_thận , kì hài_lòng",0,0,0,1,1,1
1646,23130,"giao hàng nhanh_chóng . đóng_gói cẩn_thận . bao_bì nguyên_vẹn . cảm_ơn shop . , kì hài_lòng",0,0,0,0,1,0
